full_name,name,parent-location,GEOID,eviction-rate,poverty-rate,rent-burden,pct-renter-occupied,Program1Slope,Program2Slope,Program3Slope,5YearTrend,5YearTrendNum
Marshall County-Minnesota,Marshall County,Minnesota,27089,0.14,5.21,22.7,19.25,0.25,0.267,0.211,up,1
Martin County-Minnesota,Martin County,Minnesota,27091,0.09,8.42,27.4,26.25,0.25,0.286,0.211,down,-1
Meeker County-Minnesota,Meeker County,Minnesota,27093,0.11,6.26,29.2,19.88,0.25,0.286,0.211,down,-1
Mille Lacs County-Minnesota,Mille Lacs County,Minnesota,27095,1.25,9.43,29.1,26.29,0.25,0.286,0.211,down,-1
Morrison County-Minnesota,Morrison County,Minnesota,27097,0.79,6.84,28.3,20.34,0.25,0.286,0.211,down,-1
Mower County-Minnesota,Mower County,Minnesota,27099,0.81,9.13,30.5,28.07,0.25,0.286,0.211,down,-1
Murray County-Minnesota,Murray County,Minnesota,27101,0.15,5.85,22.3,18.7,0.25,0.267,0.211,down,-1
Nicollet County-Minnesota,Nicollet County,Minnesota,27103,0.43,7.52,27.1,27.04,0.25,0.286,0.211,down,-1
Nobles County-Minnesota,Nobles County,Minnesota,27105,0.13,11.26,26.1,27.88,0.25,0.286,0.211,up,1
Norman County-Minnesota,Norman County,Minnesota,27107,0.84,8.12,28.5,19.32,0.25,0.286,0.211,up,1
Olmsted County-Minnesota,Olmsted County,Minnesota,27109,0.56,5.3,28.9,26.26,0.25,0.286,0.211,down,-1
Otter Tail County-Minnesota,Otter Tail County,Minnesota,27111,0.37,6.11,28.7,21.5,0.25,0.286,0.211,up,1
Pennington County-Minnesota,Pennington County,Minnesota,27113,0.65,5.84,26.9,26.05,0.25,0.286,0.211,up,1
Pine County-Minnesota,Pine County,Minnesota,27115,0.58,10.48,29.5,21.88,0.25,0.286,0.211,down,-1
Pipestone County-Minnesota,Pipestone County,Minnesota,27117,0.19,9.2,26.1,25.63,0.25,0.286,0.211,up,1
Polk County-Minnesota,Polk County,Minnesota,27119,0.28,7.69,29,27.59,0.25,0.286,0.211,up,1
Pope County-Minnesota,Pope County,Minnesota,27121,0.19,6.07,24.9,19.88,0.25,0.267,0.211,down,-1
Ramsey County-Minnesota,Ramsey County,Minnesota,27123,0.58,11.4,30.6,40.97,0.25,0.286,0.222,down,-1
Red Lake County-Minnesota,Red Lake County,Minnesota,27125,0.56,7.47,24.8,17.58,0.25,0.267,0.211,up,1
Renville County-Minnesota,Renville County,Minnesota,27129,0.21,7.53,24.8,20.45,0.25,0.267,0.211,down,-1
Rice County-Minnesota,Rice County,Minnesota,27131,0.39,7.59,28.4,26.08,0.25,0.286,0.211,down,-1
Roseau County-Minnesota,Roseau County,Minnesota,27135,0.31,7.96,26.8,21.38,0.25,0.286,0.211,up,1
St. Louis County-Minnesota,St. Louis County,Minnesota,27137,0.58,9.54,31.5,28.92,0.25,0.286,0.211,down,-1
Sherburne County-Minnesota,Sherburne County,Minnesota,27141,0.97,5.61,31.5,19.14,0.25,0.286,0.211,down,-1
Sibley County-Minnesota,Sibley County,Minnesota,27143,0.33,7.45,25.3,21.32,0.25,0.286,0.211,down,-1
Stearns County-Minnesota,Stearns County,Minnesota,27145,0.52,6.98,28.9,30.04,0.25,0.286,0.211,down,-1
Steele County-Minnesota,Steele County,Minnesota,27147,0.3,8.78,31.2,23.65,0.25,0.286,0.211,down,-1
Stevens County-Minnesota,Stevens County,Minnesota,27149,0.09,3.52,36.8,32.8,0.25,0.286,0.211,down,-1
Swift County-Minnesota,Swift County,Minnesota,27151,0.1,8.94,25.3,26.61,0.25,0.286,0.211,up,1
Todd County-Minnesota,Todd County,Minnesota,27153,0.26,9.37,26.8,18.37,0.25,0.286,0.211,up,1
Traverse County-Minnesota,Traverse County,Minnesota,27155,0.35,8.17,25.2,19.29,0.25,0.286,0.211,down,-1
Wabasha County-Minnesota,Wabasha County,Minnesota,27157,0.76,4.93,28,18.63,0.25,0.286,0.211,down,-1
Wadena County-Minnesota,Wadena County,Minnesota,27159,0.07,12.25,28.9,23.11,0.25,0.286,0.211,up,1
Waseca County-Minnesota,Waseca County,Minnesota,27161,0.3,5.87,25.3,22.61,0.25,0.286,0.211,down,-1
Washington County-Minnesota,Washington County,Minnesota,27163,0.49,4,28.5,19.87,0.25,0.286,0.211,down,-1
Watonwan County-Minnesota,Watonwan County,Minnesota,27165,0.09,6.06,23.6,25.66,0.25,0.267,0.211,down,-1
Winona County-Minnesota,Winona County,Minnesota,27169,0.52,6.32,29.1,30.12,0.25,0.286,0.211,down,-1
Wright County-Minnesota,Wright County,Minnesota,27171,0.55,4.16,28.7,17.2,0.25,0.286,0.211,down,-1
Yellow Medicine County-Minnesota,Yellow Medicine County,Minnesota,27173,0.11,7.66,28.2,21.16,0.25,0.286,0.211,down,-1
Adair County-Missouri,Adair County,Missouri,29001,0.64,11.1,37.4,41.5,0.25,0.286,0.222,down,-1
Andrew County-Missouri,Andrew County,Missouri,29003,0.71,6.42,26.1,21.67,0.25,0.286,0.211,down,-1
Audrain County-Missouri,Audrain County,Missouri,29007,0.69,12.16,25.3,29.67,0.25,0.286,0.211,down,-1
Barton County-Missouri,Barton County,Missouri,29011,0.71,18.84,28.6,26.72,0.25,0.286,0.211,down,-1
Bates County-Missouri,Bates County,Missouri,29013,1.61,12.77,29.8,27.53,0.25,0.286,0.211,down,-1
Benton County-Missouri,Benton County,Missouri,29015,1.35,13.87,33.6,18.43,0.25,0.286,0.211,up,1
Bollinger County-Missouri,Bollinger County,Missouri,29017,0.86,16.46,26.5,18.62,0.25,0.286,0.211,up,1
Boone County-Missouri,Boone County,Missouri,29019,1.87,9.05,33.9,44.04,0.25,0.286,0.222,down,-1
Buchanan County-Missouri,Buchanan County,Missouri,29021,3.75,13.95,29.8,36.43,0.25,0.286,0.211,down,-1
Caldwell County-Missouri,Caldwell County,Missouri,29025,0.21,11.58,29.1,25.3,0.25,0.286,0.211,down,-1
Callaway County-Missouri,Callaway County,Missouri,29027,1.4,11.12,26.2,26.33,0.25,0.286,0.211,down,-1
Carroll County-Missouri,Carroll County,Missouri,29033,1.19,10.65,27.6,25,0.25,0.286,0.211,up,1
Cass County-Missouri,Cass County,Missouri,29037,2.97,7.24,28.5,24.44,0.25,0.286,0.211,down,-1
Chariton County-Missouri,Chariton County,Missouri,29041,0.61,11.2,26,22.9,0.25,0.286,0.211,down,-1
Christian County-Missouri,Christian County,Missouri,29043,2.21,7.52,29.5,26.95,0.25,0.286,0.211,down,-1
Clark County-Missouri,Clark County,Missouri,29045,0.28,9.11,20.5,23.58,0.25,0.267,0.211,up,1
Clay County-Missouri,Clay County,Missouri,29047,3.27,6.25,26.5,30.06,0.25,0.286,0.211,down,-1
Clinton County-Missouri,Clinton County,Missouri,29049,0.74,6.89,24.8,26.2,0.25,0.267,0.211,down,-1
Cole County-Missouri,Cole County,Missouri,29051,1.74,8.35,24.5,32.35,0.25,0.267,0.211,down,-1
Cooper County-Missouri,Cooper County,Missouri,29053,0.11,10.71,27.4,28.73,0.25,0.286,0.211,down,-1
Crawford County-Missouri,Crawford County,Missouri,29055,1.85,17.7,30.4,27.32,0.25,0.286,0.211,up,1
Dallas County-Missouri,Dallas County,Missouri,29059,0.4,18,23.7,23.99,0.25,0.267,0.211,down,-1
Daviess County-Missouri,Daviess County,Missouri,29061,0.25,11.69,25.5,22.38,0.25,0.286,0.211,down,-1
DeKalb County-Missouri,DeKalb County,Missouri,29063,0.18,11.46,24.5,37.33,0.25,0.267,0.211,down,-1
Dent County-Missouri,Dent County,Missouri,29065,1.02,16.88,27.8,28.92,0.25,0.286,0.211,up,1
Douglas County-Missouri,Douglas County,Missouri,29067,0.46,15.03,30.8,25.28,0.25,0.286,0.211,down,-1
Dunklin County-Missouri,Dunklin County,Missouri,29069,0.72,21.22,30.5,36.91,0.33,0.286,0.211,down,-1
Franklin County-Missouri,Franklin County,Missouri,29071,3.91,8.87,27,26.37,0.25,0.286,0.211,down,-1
Gasconade County-Missouri,Gasconade County,Missouri,29073,0.78,11.08,32.7,25.36,0.25,0.286,0.211,down,-1
Greene County-Missouri,Greene County,Missouri,29077,2.44,13.01,30.8,41.47,0.25,0.286,0.222,down,-1
Harrison County-Missouri,Harrison County,Missouri,29081,0.84,13.4,26.5,26.61,0.25,0.286,0.211,up,1
Henry County-Missouri,Henry County,Missouri,29083,0.22,13.22,28.8,25.15,0.25,0.286,0.211,down,-1
Howard County-Missouri,Howard County,Missouri,29089,1.28,10.32,28.8,25.74,0.25,0.286,0.211,up,1
Howell County-Missouri,Howell County,Missouri,29091,0.38,19.48,30,32.96,0.25,0.286,0.211,down,-1
Iron County-Missouri,Iron County,Missouri,29093,1.06,16.6,27.3,30.2,0.25,0.286,0.211,up,1
Jackson County-Missouri,Jackson County,Missouri,29095,4.17,13.52,30.7,40.71,0.25,0.286,0.222,down,-1
Jasper County-Missouri,Jasper County,Missouri,29097,2,11.95,29.3,35.95,0.25,0.286,0.211,down,-1
Jefferson County-Missouri,Jefferson County,Missouri,29099,4.1,8.22,28,18.99,0.25,0.286,0.211,down,-1
Johnson County-Missouri,Johnson County,Missouri,29101,0.59,9.15,30.6,39.6,0.25,0.286,0.211,down,-1
Knox County-Missouri,Knox County,Missouri,29103,0.27,12.88,21.4,21.97,0.25,0.267,0.211,down,-1
Laclede County-Missouri,Laclede County,Missouri,29105,1.09,15.6,31.1,29.93,0.25,0.286,0.211,up,1
Lafayette County-Missouri,Lafayette County,Missouri,29107,2.57,8.44,28.8,24.31,0.25,0.286,0.211,down,-1
Lawrence County-Missouri,Lawrence County,Missouri,29109,2.65,14.51,25.6,28.78,0.25,0.286,0.211,up,1
Lewis County-Missouri,Lewis County,Missouri,29111,0.09,6.6,20.7,26.31,0.25,0.267,0.211,down,-1
Lincoln County-Missouri,Lincoln County,Missouri,29113,1.54,11.81,31.5,22.63,0.25,0.286,0.211,down,-1
Linn County-Missouri,Linn County,Missouri,29115,0.07,12.38,27.6,25.39,0.25,0.286,0.211,down,-1
Livingston County-Missouri,Livingston County,Missouri,29117,0.73,12.34,24.8,30.08,0.25,0.267,0.211,down,-1
McDonald County-Missouri,McDonald County,Missouri,29119,1.41,15.75,26.3,29.71,0.25,0.286,0.211,down,-1
Macon County-Missouri,Macon County,Missouri,29121,0.17,14.13,27.5,25.71,0.25,0.286,0.211,down,-1
Miller County-Missouri,Miller County,Missouri,29131,0.57,15.24,29.9,22.41,0.25,0.286,0.211,down,-1
Mississippi County-Missouri,Mississippi County,Missouri,29133,1.33,23.72,30.2,40.17,0.33,0.286,0.222,down,-1
Monroe County-Missouri,Monroe County,Missouri,29137,0.34,8.93,23.9,25.7,0.25,0.267,0.211,down,-1
Montgomery County-Missouri,Montgomery County,Missouri,29139,1.69,12.93,31.7,27.64,0.25,0.286,0.211,up,1
Morgan County-Missouri,Morgan County,Missouri,29141,0.8,18.73,31,23.69,0.25,0.286,0.211,down,-1
New Madrid County-Missouri,New Madrid County,Missouri,29143,0.75,19.9,28.6,38.69,0.25,0.286,0.211,up,1
Newton County-Missouri,Newton County,Missouri,29145,2.21,10.56,27.8,28.1,0.25,0.286,0.211,down,-1
Nodaway County-Missouri,Nodaway County,Missouri,29147,0.11,14.65,32.6,46.13,0.25,0.286,0.222,down,-1
Pemiscot County-Missouri,Pemiscot County,Missouri,29155,1.27,24.33,30.7,46.34,0.33,0.286,0.222,down,-1
Perry County-Missouri,Perry County,Missouri,29157,1.23,7.31,27.7,21.35,0.25,0.286,0.211,up,1
Pettis County-Missouri,Pettis County,Missouri,29159,2.17,12.86,31.1,31.99,0.25,0.286,0.211,down,-1
Phelps County-Missouri,Phelps County,Missouri,29161,1.09,12.7,29.9,38.94,0.25,0.286,0.211,up,1
Pike County-Missouri,Pike County,Missouri,29163,0.93,11.31,25,27.7,0.25,0.286,0.211,down,-1
Platte County-Missouri,Platte County,Missouri,29165,2.28,5.69,26.8,35.37,0.25,0.286,0.211,down,-1
Putnam County-Missouri,Putnam County,Missouri,29171,0.77,12.78,30.7,25.82,0.25,0.286,0.211,down,-1
Randolph County-Missouri,Randolph County,Missouri,29175,1.7,14.62,29.7,27.46,0.25,0.286,0.211,up,1
Ray County-Missouri,Ray County,Missouri,29177,0.95,9.87,28.5,23.48,0.25,0.286,0.211,down,-1
Ripley County-Missouri,Ripley County,Missouri,29181,0.35,16.47,30.5,24.8,0.25,0.286,0.211,down,-1
St. Charles County-Missouri,St. Charles County,Missouri,29183,2.22,4.63,26.6,20.8,0.25,0.286,0.211,down,-1
St. Clair County-Missouri,St. Clair County,Missouri,29185,0.63,17.57,28.7,24.18,0.25,0.286,0.211,up,1
Ste. Genevieve County-Missouri,Ste. Genevieve County,Missouri,29186,1.75,11.69,29.2,19.31,0.25,0.286,0.211,down,-1
St. Louis County-Missouri,St. Louis County,Missouri,29189,4.06,7.94,29.7,29.8,0.25,0.286,0.211,down,-1
Saline County-Missouri,Saline County,Missouri,29195,0.2,12.42,26.7,32.24,0.25,0.286,0.211,down,-1
Schuyler County-Missouri,Schuyler County,Missouri,29197,0.87,14.31,19.5,26.02,0.25,0.267,0.211,up,1
Scott County-Missouri,Scott County,Missouri,29201,1.73,14.63,28.4,31.89,0.25,0.286,0.211,down,-1
Stoddard County-Missouri,Stoddard County,Missouri,29207,1.94,10.87,26.5,29.39,0.25,0.286,0.211,down,-1
Stone County-Missouri,Stone County,Missouri,29209,1.74,10.76,30.9,20.94,0.25,0.286,0.211,down,-1
Texas County-Missouri,Texas County,Missouri,29215,0.23,13.19,33.3,25.31,0.25,0.286,0.211,down,-1
Warren County-Missouri,Warren County,Missouri,29219,2.63,8.59,29.4,20.92,0.25,0.286,0.211,down,-1
Washington County-Missouri,Washington County,Missouri,29221,0.09,15.93,28.2,20.44,0.25,0.286,0.211,down,-1
Wright County-Missouri,Wright County,Missouri,29229,1.59,21.17,27.1,30.7,0.33,0.286,0.211,up,1
St. Louis city-Missouri,St. Louis city,Missouri,29510,3.89,21.7,32.5,56.1,0.33,0.286,0.222,down,-1
Adams County-Mississippi,Adams County,Mississippi,28001,1.22,26.5,34.5,34.78,0.33,0.286,0.211,down,-1
Alcorn County-Mississippi,Alcorn County,Mississippi,28003,2.34,15.5,27.1,31.28,0.25,0.286,0.211,up,1
Benton County-Mississippi,Benton County,Mississippi,28009,0.13,18.35,33.8,12.65,0.25,0.286,0.211,up,1
Bolivar County-Mississippi,Bolivar County,Mississippi,28011,1.6,31.04,33.2,44.11,0.5,0.286,0.222,down,-1
Calhoun County-Mississippi,Calhoun County,Mississippi,28013,0.32,19.51,31.7,27.63,0.25,0.286,0.211,up,1
Carroll County-Mississippi,Carroll County,Mississippi,28015,0.13,14.01,25,15.81,0.25,0.286,0.211,up,1
Chickasaw County-Mississippi,Chickasaw County,Mississippi,28017,2.18,22.08,36.9,26.4,0.33,0.286,0.211,down,-1
Clarke County-Mississippi,Clarke County,Mississippi,28023,3.31,16.42,27.3,17.76,0.25,0.286,0.211,up,1
Clay County-Mississippi,Clay County,Mississippi,28025,2.33,22.01,40,30.3,0.33,0.4,0.211,down,-1
Coahoma County-Mississippi,Coahoma County,Mississippi,28027,3.42,29.15,30.7,47.82,0.33,0.286,0.222,up,1
Copiah County-Mississippi,Copiah County,Mississippi,28029,2.93,21.65,29.5,22.66,0.33,0.286,0.211,up,1
Covington County-Mississippi,Covington County,Mississippi,28031,2.33,22.83,32.1,19.54,0.33,0.286,0.211,down,-1
DeSoto County-Mississippi,DeSoto County,Mississippi,28033,7.93,6.98,28.8,26.62,0.25,0.286,0.211,up,1
Forrest County-Mississippi,Forrest County,Mississippi,28035,2.28,21.52,35.5,45.2,0.33,0.286,0.222,down,-1
Harrison County-Mississippi,Harrison County,Mississippi,28047,6.55,17.27,32.2,42.83,0.25,0.286,0.222,up,1
Hinds County-Mississippi,Hinds County,Mississippi,28049,8.02,20.28,36.2,40.61,0.33,0.286,0.222,down,-1
Itawamba County-Mississippi,Itawamba County,Mississippi,28057,0.09,13.85,27.7,22.16,0.25,0.286,0.211,down,-1
Jackson County-Mississippi,Jackson County,Mississippi,28059,5.91,11.1,29.9,29.39,0.25,0.286,0.211,down,-1
Jasper County-Mississippi,Jasper County,Mississippi,28061,0.09,20.65,28.6,18.03,0.33,0.286,0.211,down,-1
Jefferson Davis County-Mississippi,Jefferson Davis County,Mississippi,28065,2.8,26.58,44.8,23.59,0.33,0.4,0.211,up,1
Lafayette County-Mississippi,Lafayette County,Mississippi,28071,1.73,12.57,41.4,40.28,0.25,0.4,0.222,up,1
Lamar County-Mississippi,Lamar County,Mississippi,28073,1.69,11.52,31,33.46,0.25,0.286,0.211,down,-1
Lauderdale County-Mississippi,Lauderdale County,Mississippi,28075,2.4,18.96,28.8,34.78,0.25,0.286,0.211,down,-1
Lawrence County-Mississippi,Lawrence County,Mississippi,28077,2.12,19.11,33,21.78,0.25,0.286,0.211,up,1
Leake County-Mississippi,Leake County,Mississippi,28079,0.48,20.5,27.9,26.61,0.33,0.286,0.211,up,1
Lee County-Mississippi,Lee County,Mississippi,28081,4.48,15.56,30,31.71,0.25,0.286,0.211,up,1
Leflore County-Mississippi,Leflore County,Mississippi,28083,4.41,36.98,39.2,48.54,0.5,0.286,0.222,down,-1
Lowndes County-Mississippi,Lowndes County,Mississippi,28087,3,19.13,33,38.5,0.25,0.286,0.211,up,1
Marion County-Mississippi,Marion County,Mississippi,28091,3.53,21.58,39,23.7,0.33,0.286,0.211,up,1
Marshall County-Mississippi,Marshall County,Mississippi,28093,3.18,15.06,29,21.67,0.25,0.286,0.211,up,1
Monroe County-Mississippi,Monroe County,Mississippi,28095,1.62,15.5,27.2,25.32,0.25,0.286,0.211,up,1
Neshoba County-Mississippi,Neshoba County,Mississippi,28099,0.03,20.67,26,28.21,0.33,0.286,0.211,down,-1
Noxubee County-Mississippi,Noxubee County,Mississippi,28103,0.28,32.11,30.3,28.06,0.5,0.286,0.211,down,-1
Oktibbeha County-Mississippi,Oktibbeha County,Mississippi,28105,2.48,19.96,41.1,47.26,0.25,0.4,0.222,up,1
Pearl River County-Mississippi,Pearl River County,Mississippi,28109,4.53,16.7,31.3,23.76,0.25,0.286,0.211,up,1
Perry County-Mississippi,Perry County,Mississippi,28111,1.98,14.4,30,14.25,0.25,0.286,0.211,up,1
Pontotoc County-Mississippi,Pontotoc County,Mississippi,28115,1.12,12.12,22.5,23.28,0.25,0.267,0.211,up,1
Rankin County-Mississippi,Rankin County,Mississippi,28121,2.91,6.97,27.1,25.79,0.25,0.286,0.211,down,-1
Scott County-Mississippi,Scott County,Mississippi,28123,2.74,20.31,30.9,26.77,0.33,0.286,0.211,up,1
Simpson County-Mississippi,Simpson County,Mississippi,28127,0.08,18.22,30.7,21.55,0.25,0.286,0.211,down,-1
Smith County-Mississippi,Smith County,Mississippi,28129,0.09,19.03,27.5,19.34,0.25,0.286,0.211,down,-1
Stone County-Mississippi,Stone County,Mississippi,28131,3.54,12.94,28.7,20.56,0.25,0.286,0.211,up,1
Tate County-Mississippi,Tate County,Mississippi,28137,4.46,13.83,31.5,26.14,0.25,0.286,0.211,down,-1
Tishomingo County-Mississippi,Tishomingo County,Mississippi,28141,0.26,11.32,27,23.41,0.25,0.286,0.211,down,-1
Tunica County-Mississippi,Tunica County,Mississippi,28143,9.31,22.74,32.3,58.86,0.33,0.286,0.222,down,-1
Union County-Mississippi,Union County,Mississippi,28145,1.17,18.03,26.8,29.05,0.25,0.286,0.211,up,1
Warren County-Mississippi,Warren County,Mississippi,28149,4.79,17.73,32.9,35.16,0.25,0.286,0.211,up,1
Washington County-Mississippi,Washington County,Mississippi,28151,4.39,30.67,37.1,44.98,0.5,0.286,0.222,up,1
Wayne County-Mississippi,Wayne County,Mississippi,28153,0.57,23.2,33.7,14.98,0.33,0.286,0.211,down,-1
Webster County-Mississippi,Webster County,Mississippi,28155,0.18,20.98,33.4,24.38,0.33,0.286,0.211,up,1
Winston County-Mississippi,Winston County,Mississippi,28159,0.05,25.14,32.4,30.92,0.33,0.286,0.211,down,-1
Yalobusha County-Mississippi,Yalobusha County,Mississippi,28161,1.53,16.61,28.8,25.13,0.25,0.286,0.211,up,1
Beaverhead County-Montana,Beaverhead County,Montana,30001,0.13,8.86,31.8,36.15,0.25,0.286,0.211,down,-1
Big Horn County-Montana,Big Horn County,Montana,30003,0.82,23.46,26.9,38.65,0.33,0.286,0.211,up,1
Broadwater County-Montana,Broadwater County,Montana,30007,0.33,8.45,25,22.08,0.25,0.286,0.211,down,-1
Carbon County-Montana,Carbon County,Montana,30009,0.32,7.34,28.3,23.84,0.25,0.286,0.211,down,-1
Cascade County-Montana,Cascade County,Montana,30013,1.63,11.03,26.9,36.45,0.25,0.286,0.211,up,1
Chouteau County-Montana,Chouteau County,Montana,30015,0.12,16.65,19.2,39.64,0.25,0.267,0.211,up,1
Custer County-Montana,Custer County,Montana,30017,0.73,8.4,25.4,30.93,0.25,0.286,0.211,up,1
Dawson County-Montana,Dawson County,Montana,30021,0.55,8.61,23.3,30.67,0.25,0.267,0.211,down,-1
Deer Lodge County-Montana,Deer Lodge County,Montana,30023,1.03,9.47,28.1,28.67,0.25,0.286,0.211,up,1
Fallon County-Montana,Fallon County,Montana,30025,1.08,6.1,27.1,29.32,0.25,0.286,0.211,up,1
Fergus County-Montana,Fergus County,Montana,30027,0.57,7.53,27.1,29.51,0.25,0.286,0.211,down,-1
Flathead County-Montana,Flathead County,Montana,30029,0.98,8.82,29.9,29.07,0.25,0.286,0.211,up,1
Gallatin County-Montana,Gallatin County,Montana,30031,0.34,6.26,29.9,38.48,0.25,0.286,0.211,up,1
Glacier County-Montana,Glacier County,Montana,30035,0.38,27.27,26.8,41.57,0.33,0.286,0.222,up,1
Hill County-Montana,Hill County,Montana,30041,0.37,15.71,26.1,31.71,0.25,0.286,0.211,up,1
Jefferson County-Montana,Jefferson County,Montana,30043,0.6,7.72,25.2,16.03,0.25,0.286,0.211,up,1
Lewis and Clark County-Montana,Lewis and Clark County,Montana,30049,0.73,8.33,27.3,30.63,0.25,0.286,0.211,up,1
Lincoln County-Montana,Lincoln County,Montana,30053,0.34,12.48,28.8,21.47,0.25,0.286,0.211,down,-1
Madison County-Montana,Madison County,Montana,30057,0.7,6.38,23.6,25.38,0.25,0.267,0.211,down,-1
Mineral County-Montana,Mineral County,Montana,30061,1.54,8.63,31.3,27.45,0.25,0.286,0.211,up,1
Missoula County-Montana,Missoula County,Montana,30063,0.69,8.68,32.5,41.6,0.25,0.286,0.222,up,1
Musselshell County-Montana,Musselshell County,Montana,30065,0.93,9.94,29.5,26.5,0.25,0.286,0.211,up,1
Park County-Montana,Park County,Montana,30067,0.82,5.18,28.6,26.19,0.25,0.286,0.211,up,1
Petroleum County-Montana,Petroleum County,Montana,30069,1.52,2.36,32.5,25.52,0.25,0.286,0.211,up,1
Phillips County-Montana,Phillips County,Montana,30071,0.39,14.62,24,27.65,0.25,0.267,0.211,down,-1
Pondera County-Montana,Pondera County,Montana,30073,0.14,15.86,23.8,30.92,0.25,0.267,0.211,up,1
Powell County-Montana,Powell County,Montana,30077,0.39,9.42,22,30.92,0.25,0.267,0.211,down,-1
Ravalli County-Montana,Ravalli County,Montana,30081,0.36,12.23,29.9,30.47,0.25,0.286,0.211,down,-1
Richland County-Montana,Richland County,Montana,30083,0.25,7.84,21.2,35.9,0.25,0.267,0.211,down,-1
Sheridan County-Montana,Sheridan County,Montana,30091,0.66,4.39,26.2,24.22,0.25,0.286,0.211,up,1
Silver Bow County-Montana,Silver Bow County,Montana,30093,1.88,13.48,31.9,35.36,0.25,0.286,0.211,up,1
Stillwater County-Montana,Stillwater County,Montana,30095,0.43,5.36,20,19.8,0.25,0.267,0.211,up,1
Sweet Grass County-Montana,Sweet Grass County,Montana,30097,0.2,8.5,21.7,27.38,0.25,0.267,0.211,down,-1
Teton County-Montana,Teton County,Montana,30099,0.6,4.45,25.9,25.97,0.25,0.286,0.211,up,1
Toole County-Montana,Toole County,Montana,30101,0.29,15.84,20.5,39.6,0.25,0.267,0.211,down,-1
Valley County-Montana,Valley County,Montana,30105,0.31,8.46,24.8,31.78,0.25,0.267,0.211,down,-1
Wheatland County-Montana,Wheatland County,Montana,30107,0.75,15.44,23.8,32.99,0.25,0.267,0.211,down,-1
Yellowstone County-Montana,Yellowstone County,Montana,30111,1.53,8.11,28.6,31.72,0.25,0.286,0.211,up,1
Alamance County-North Carolina,Alamance County,North Carolina,37001,6.49,14.35,31.5,34.56,0.25,0.286,0.211,up,1
Alexander County-North Carolina,Alexander County,North Carolina,37003,3.65,12.55,30.3,24.48,0.25,0.286,0.211,up,1
Alleghany County-North Carolina,Alleghany County,North Carolina,37005,2.36,12.39,31.1,23.65,0.25,0.286,0.211,up,1
Anson County-North Carolina,Anson County,North Carolina,37007,3.42,17.68,31,34.02,0.25,0.286,0.211,up,1
Ashe County-North Carolina,Ashe County,North Carolina,37009,1.52,15.29,35.4,24.61,0.25,0.286,0.211,down,-1
Avery County-North Carolina,Avery County,North Carolina,37011,1.5,11.84,32.7,21.97,0.25,0.286,0.211,up,1
