,full_name,county,state,r2_adj,per_rmse,sig,r2_score,error_score,sig_score,overall_score,sampleSize,intercept,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x1_c,x2_c,x3_c,x4_c,x5_c,x6_c,x7_c,x8_c,x9_c,x10_c,x11_c,x12_c,x13_c,x14_c
Clay County-Iowa,Clay County-Iowa,Clay County,Iowa,0.416928731,0.300105574,0.003048764,0,1,3,4,17,22.17691449,renter-occupied-households,,,,,,,,,,,,,,-0.009545827,,,,,,,,,,,,,
Brewster County-Texas,Brewster County-Texas,Brewster County,Texas,0.416543664,0.973943426,0.009038886,0,0,3,3,17,3.842296965,pct-multiple,renter-occupied-households,,,,,,,,,,,,,-1.568551593,-0.001147999,,,,,,,,,,,,
Waushara County-Wisconsin,Waushara County-Wisconsin,Waushara County,Wisconsin,0.412023226,0.215323189,0.003259707,0,1,3,4,17,2.873,pct-other,,,,,,,,,,,,,,-58.1,,,,,,,,,,,,,
Washakie County-Wyoming,Washakie County-Wyoming,Washakie County,Wyoming,0.411738875,1.269467055,0.003272324,0,0,3,3,17,0.418870642,pct-am-ind,,,,,,,,,,,,,,-0.860270815,,,,,,,,,,,,,
Porter County-Indiana,Porter County-Indiana,Porter County,Indiana,0.410905452,0.223190106,0.003309553,0,1,3,4,17,4.526638298,pct-nh-pi,,,,,,,,,,,,,,-30.07659574,,,,,,,,,,,,,
Jefferson County-Alabama,Jefferson County-Alabama,Jefferson County,Alabama,0.409546689,0.469820175,0.003371059,0,0,3,3,17,25.82678127,renter-occupied-households,,,,,,,,,,,,,,-0.000258319,,,,,,,,,,,,,
Perry County-Ohio,Perry County-Ohio,Perry County,Ohio,0.406679138,0.14640415,0.003504214,0,1,3,4,17,-83.62189277,pct-white,,,,,,,,,,,,,,0.885566558,,,,,,,,,,,,,
Cleveland County-Oklahoma,Cleveland County-Oklahoma,Cleveland County,Oklahoma,0.406383866,0.080258559,0.003518188,0,1,3,4,17,5.384009809,poverty-rate,,,,,,,,,,,,,,-0.181524739,,,,,,,,,,,,,
Green County-Kentucky,Green County-Kentucky,Green County,Kentucky,0.405567562,0.432849438,0.003557077,0,0,3,3,17,0.965977166,pct-am-ind,,,,,,,,,,,,,,-1.860644728,,,,,,,,,,,,,
Franklin County-Vermont,Franklin County-Vermont,Franklin County,Vermont,0.401369523,1.170798155,0.003763195,0,0,3,3,17,-0.296192359,pct-asian,,,,,,,,,,,,,,1.146172213,,,,,,,,,,,,,
Wayne County-Michigan,Wayne County-Michigan,Wayne County,Michigan,0.401328521,0.205063899,0.005007148,0,1,3,4,16,-60.94136993,median-household-income,,,,,,,,,,,,,,0.001590976,,,,,,,,,,,,,
Leflore County-Mississippi,Leflore County-Mississippi,Leflore County,Mississippi,0.400358164,0.207787926,0.003814415,0,1,3,4,17,33.41127092,renter-occupied-households,,,,,,,,,,,,,,-0.005071694,,,,,,,,,,,,,
Oldham County-Texas,Oldham County-Texas,Oldham County,Texas,0.399901412,0.85757525,0.00383775,0,0,3,3,17,-0.936662194,median-gross-rent,,,,,,,,,,,,,,0.002156179,,,,,,,,,,,,,
Jefferson County-Ohio,Jefferson County-Ohio,Jefferson County,Ohio,0.396167641,0.380673819,0.022487594,0,0,3,3,11,2.191125,pct-nh-pi,,,,,,,,,,,,,,-6.1125,,,,,,,,,,,,,
Barber County-Kansas,Barber County-Kansas,Barber County,Kansas,0.395779746,0.629245368,0.004054152,0,0,3,3,17,2.111880258,poverty-rate,,,,,,,,,,,,,,-0.186068757,,,,,,,,,,,,,
Clinton County-Illinois,Clinton County-Illinois,Clinton County,Illinois,0.395136081,0.247609088,0.004088912,0,1,3,4,17,-2.292637419,rent-burden,,,,,,,,,,,,,,0.152121656,,,,,,,,,,,,,
McCracken County-Kentucky,McCracken County-Kentucky,McCracken County,Kentucky,0.39418577,0.186713282,0.009617932,0,1,3,4,14,8.718600885,renter-occupied-households,,,,,,,,,,,,,,-0.000692334,,,,,,,,,,,,,
Luce County-Michigan,Luce County-Michigan,Luce County,Michigan,0.393690013,0.456418492,0.004167975,0,0,3,3,17,0.6834375,pct-nh-pi,,,,,,,,,,,,,,22.98408019,,,,,,,,,,,,,
Chautauqua County-Kansas,Chautauqua County-Kansas,Chautauqua County,Kansas,0.391294162,0.759677757,0.004301974,0,0,3,3,17,-24.15084881,pct-white,,,,,,,,,,,,,,0.278174451,,,,,,,,,,,,,
Midland County-Michigan,Midland County-Michigan,Midland County,Michigan,0.390628284,0.207014754,0.023523146,0,1,3,4,11,6.483447238,pct-other,,,,,,,,,,,,,,-7.081448403,,,,,,,,,,,,,
Clay County-Kentucky,Clay County-Kentucky,Clay County,Kentucky,0.389879222,1.103252182,0.004382904,0,0,3,3,17,5.402389823,population,,,,,,,,,,,,,,-0.000220489,,,,,,,,,,,,,
Wayne County-Georgia,Wayne County-Georgia,Wayne County,Georgia,0.389001167,0.404411411,0.010164545,0,0,3,3,14,33.3779032,pct-af-am,,,,,,,,,,,,,,-1.580009459,,,,,,,,,,,,,
Buffalo County-Wisconsin,Buffalo County-Wisconsin,Buffalo County,Wisconsin,0.388490528,0.404582841,0.004463653,0,0,3,3,17,1.162966951,pct-asian,,,,,,,,,,,,,,-2.360835314,,,,,,,,,,,,,
Woodford County-Illinois,Woodford County-Illinois,Woodford County,Illinois,0.387148338,0.220831915,0.004542957,0,1,3,4,17,0.813636364,pct-nh-pi,,,,,,,,,,,,,,37.63636364,,,,,,,,,,,,,
Logan County-Colorado,Logan County-Colorado,Logan County,Colorado,0.387114022,0.477450302,0.005971953,0,0,3,3,16,1.151264107,pct-other,,,,,,,,,,,,,,6.72204309,,,,,,,,,,,,,
Cobb County-Georgia,Cobb County-Georgia,Cobb County,Georgia,0.385194263,0.208612317,0.006114133,0,1,3,4,16,-8.072571429,pct-am-ind,,,,,,,,,,,,,,105.1485714,,,,,,,,,,,,,
Radford city-Virginia,Radford city-Virginia,Radford city,Virginia,0.381250331,0.18943977,0.004906571,0,1,3,4,17,10.95634559,renter-occupied-households,,,,,,,,,,,,,,-0.002321269,,,,,,,,,,,,,
Weston County-Wyoming,Weston County-Wyoming,Weston County,Wyoming,0.381163688,1.054361362,0.004912101,0,0,3,3,17,0.963428626,pct-af-am,,,,,,,,,,,,,,-4.410513694,,,,,,,,,,,,,
Niobrara County-Wyoming,Niobrara County-Wyoming,Niobrara County,Wyoming,0.380475374,1.402900171,0.004956231,0,0,3,3,17,10.01363191,renter-occupied-households,,,,,,,,,,,,,,-0.032604368,,,,,,,,,,,,,
Coos County-New Hampshire,Coos County-New Hampshire,Coos County,New Hampshire,0.380401409,0.143991083,0.025539429,0,1,3,4,11,1.808571429,pct-nh-pi,,,,,,,,,,,,,,17.79761905,,,,,,,,,,,,,
Morton County-Kansas,Morton County-Kansas,Morton County,Kansas,0.379217311,0.789318278,0.005037805,0,0,3,3,17,2.866319072,poverty-rate,,,,,,,,,,,,,,-0.271246179,,,,,,,,,,,,,
Buchanan County-Virginia,Buchanan County-Virginia,Buchanan County,Virginia,0.378699591,0.395827617,0.005071722,0,0,3,3,17,-1.958546094,poverty-rate,,,,,,,,,,,,,,0.126931649,,,,,,,,,,,,,
Shiawassee County-Michigan,Shiawassee County-Michigan,Shiawassee County,Michigan,0.376810158,0.121372526,0.008837016,0,1,3,4,15,1.981377735,median-property-value,,,,,,,,,,,,,,6.31E-05,,,,,,,,,,,,,
Waukesha County-Wisconsin,Waukesha County-Wisconsin,Waukesha County,Wisconsin,0.376140189,0.155704178,0.006825987,0,1,3,4,16,2.090952381,pct-other,,,,,,,,,,,,,,-22.73015873,,,,,,,,,,,,,
Benton County-Tennessee,Benton County-Tennessee,Benton County,Tennessee,0.373973672,0.470822322,0.030355027,0,0,3,3,14,-15.88811708,population,pct-multiple,,,,,,,,,,,,,0.001065242,-0.775666912,,,,,,,,,,,,
Logan County-Kansas,Logan County-Kansas,Logan County,Kansas,0.370201454,0.937469285,0.005658434,0,0,3,3,17,-3.446374593,rent-burden,,,,,,,,,,,,,,0.164958649,,,,,,,,,,,,,
Worth County-Iowa,Worth County-Iowa,Worth County,Iowa,0.369652259,0.399751712,0.005698359,0,0,3,3,17,12.12283719,renter-occupied-households,,,,,,,,,,,,,,-0.017151171,,,,,,,,,,,,,
Estill County-Kentucky,Estill County-Kentucky,Estill County,Kentucky,0.36601983,0.971505416,0.005968845,0,0,3,3,17,-0.400666667,pct-af-am,,,,,,,,,,,,,,8.433333333,,,,,,,,,,,,,
Holt County-Nebraska,Holt County-Nebraska,Holt County,Nebraska,0.36589242,0.627077433,0.005978537,0,0,3,3,17,-0.546673308,median-household-income,,,,,,,,,,,,,,2.08E-05,,,,,,,,,,,,,
Grayson County-Texas,Grayson County-Texas,Grayson County,Texas,0.365224205,0.25663104,0.016924226,0,1,3,4,13,3.490513699,pct-nh-pi,,,,,,,,,,,,,,-27.65410959,,,,,,,,,,,,,
Okanogan County-Washington,Okanogan County-Washington,Okanogan County,Washington,0.364287974,0.628510514,0.006101809,0,0,3,3,17,-0.504565263,poverty-rate,,,,,,,,,,,,,,0.047075728,,,,,,,,,,,,,
Jenkins County-Georgia,Jenkins County-Georgia,Jenkins County,Georgia,0.363985435,0.767098831,0.006125306,0,0,3,3,17,2.685692202,poverty-rate,,,,,,,,,,,,,,-0.079064778,,,,,,,,,,,,,
Stevens County-Minnesota,Stevens County-Minnesota,Stevens County,Minnesota,0.361634311,1.641187033,0.006310697,0,0,3,3,17,-5.921888338,renter-occupied-households,,,,,,,,,,,,,,0.005353848,,,,,,,,,,,,,
Adams County-Wisconsin,Adams County-Wisconsin,Adams County,Wisconsin,0.360880627,0.16030256,0.006371182,0,1,3,4,17,-1.717069444,pct-renter-occupied,,,,,,,,,,,,,,0.225271723,,,,,,,,,,,,,
Boundary County-Idaho,Boundary County-Idaho,Boundary County,Idaho,0.35541415,0.743792868,0.006825669,0,0,3,3,17,0.038923371,pct-asian,,,,,,,,,,,,,,0.741617213,,,,,,,,,,,,,
Kalamazoo County-Michigan,Kalamazoo County-Michigan,Kalamazoo County,Michigan,0.355174648,0.152203233,0.00876431,0,1,3,4,16,4.282123583,pct-am-ind,,,,,,,,,,,,,,10.15754612,,,,,,,,,,,,,
Whitley County-Kentucky,Whitley County-Kentucky,Whitley County,Kentucky,0.349352164,0.620712731,0.015319895,0,0,3,3,14,0.512445754,pct-other,,,,,,,,,,,,,,-1.377524144,,,,,,,,,,,,,
Marion County-West Virginia,Marion County-West Virginia,Marion County,West Virginia,0.349300169,0.153813732,0.042190973,0,1,3,4,10,0.279830592,pct-multiple,,,,,,,,,,,,,,1.982677852,,,,,,,,,,,,,
Clarion County-Pennsylvania,Clarion County-Pennsylvania,Clarion County,Pennsylvania,0.34785615,0.226337202,0.00750195,0,1,3,4,17,0.498476563,pct-nh-pi,,,,,,,,,,,,,,11.19921875,,,,,,,,,,,,,
Oceana County-Michigan,Oceana County-Michigan,Oceana County,Michigan,0.347573021,0.211775004,0.033015314,0,1,3,4,11,-16.34800767,renter-occupied-households,,,,,,,,,,,,,,0.011150842,,,,,,,,,,,,,
Hillsdale County-Michigan,Hillsdale County-Michigan,Hillsdale County,Michigan,0.342847304,0.199241704,0.012852122,0,1,3,4,15,18.97503297,pct-renter-occupied,,,,,,,,,,,,,,-0.598712106,,,,,,,,,,,,,
Coffey County-Kansas,Coffey County-Kansas,Coffey County,Kansas,0.34151133,0.570844594,0.021081161,0,0,3,3,17,1.497914258,median-gross-rent,pct-multiple,,,,,,,,,,,,,-0.00256337,0.150093241,,,,,,,,,,,,
Montcalm County-Michigan,Montcalm County-Michigan,Montcalm County,Michigan,0.341150969,0.264149362,0.013089328,0,1,3,4,15,3.024193548,pct-other,,,,,,,,,,,,,,85.58064516,,,,,,,,,,,,,
Albany County-Wyoming,Albany County-Wyoming,Albany County,Wyoming,0.340877611,0.354012979,0.034746099,0,0,3,3,11,2.128434783,pct-af-am,,,,,,,,,,,,,,-1.863768116,,,,,,,,,,,,,
Rush County-Indiana,Rush County-Indiana,Rush County,Indiana,0.338807478,0.843146007,0.01060345,0,0,3,3,16,-3.797005653,pct-renter-occupied,,,,,,,,,,,,,,0.160089084,,,,,,,,,,,,,
Grant County-Kentucky,Grant County-Kentucky,Grant County,Kentucky,0.331239327,0.75789225,0.01156481,0,0,3,3,16,1.415914428,pct-nh-pi,,,,,,,,,,,,,,-3.455434976,,,,,,,,,,,,,
Surry County-North Carolina,Surry County-North Carolina,Surry County,North Carolina,0.321504282,0.229381644,0.010357233,0,1,3,4,17,-4.149489436,pct-af-am,,,,,,,,,,,,,,1.732324143,,,,,,,,,,,,,
Sumter County-Florida,Sumter County-Florida,Sumter County,Florida,0.318454805,0.273305673,0.016658678,0,1,3,4,15,-0.306451444,pct-am-ind,,,,,,,,,,,,,,4.532808399,,,,,,,,,,,,,
Montgomery County-Illinois,Montgomery County-Illinois,Montgomery County,Illinois,0.317549219,0.23894246,0.0108614,0,1,3,4,17,6.497596197,renter-occupied-households,,,,,,,,,,,,,,-0.00211256,,,,,,,,,,,,,
Ellsworth County-Kansas,Ellsworth County-Kansas,Ellsworth County,Kansas,0.316897869,0.959368326,0.010946523,0,0,3,3,17,10.79758708,population,,,,,,,,,,,,,,-0.001647527,,,,,,,,,,,,,
Grant County-Minnesota,Grant County-Minnesota,Grant County,Minnesota,0.31667138,1.63787384,0.010976263,0,0,3,3,17,-2.170797729,renter-occupied-households,,,,,,,,,,,,,,0.004491291,,,,,,,,,,,,,
Leake County-Mississippi,Leake County-Mississippi,Leake County,Mississippi,0.312326343,0.437681691,0.011561117,0,0,3,3,17,0.104017701,pct-multiple,,,,,,,,,,,,,,1.393247378,,,,,,,,,,,,,
Davis County-Utah,Davis County-Utah,Davis County,Utah,0.312083034,0.157119673,0.014356225,0,1,3,4,16,-4.079653179,pct-af-am,,,,,,,,,,,,,,4.765895954,,,,,,,,,,,,,
George County-Mississippi,George County-Mississippi,George County,Mississippi,0.311055194,1.522378764,0.011737462,0,0,3,3,17,2.276364024,renter-occupied-households,,,,,,,,,,,,,,-0.001520391,,,,,,,,,,,,,
Washington County-Vermont,Washington County-Vermont,Washington County,Vermont,0.310609372,1.181593236,0.011799884,0,0,3,3,17,0.878435982,poverty-rate,,,,,,,,,,,,,,-0.113580066,,,,,,,,,,,,,
Lane County-Kansas,Lane County-Kansas,Lane County,Kansas,0.298200654,1.092523192,0.032926615,0,0,3,3,17,16.64190371,pct-renter-occupied,renter-occupied-households,,,,,,,,,,,,,0.088722196,-0.091132401,,,,,,,,,,,,
Lac qui Parle County-Minnesota,Lac qui Parle County-Minnesota,Lac qui Parle County,Minnesota,0.295774329,1.869926703,0.014056429,0,0,3,3,17,-0.34269341,pct-asian,,,,,,,,,,,,,,1.053138838,,,,,,,,,,,,,
Yoakum County-Texas,Yoakum County-Texas,Yoakum County,Texas,0.295235467,1.095950732,0.014145298,0,0,3,3,17,1.266228043,median-gross-rent,,,,,,,,,,,,,,-0.001780949,,,,,,,,,,,,,
Danville city-Virginia,Danville city-Virginia,Danville city,Virginia,0.279493565,0.099454652,0.016977697,0,1,3,4,17,20.14858933,pct-renter-occupied,,,,,,,,,,,,,,-0.279628633,,,,,,,,,,,,,
Tuscarawas County-Ohio,Tuscarawas County-Ohio,Tuscarawas County,Ohio,0.279449365,0.150012543,0.020532146,0,1,3,4,16,5.157559963,poverty-rate,,,,,,,,,,,,,,-0.284228251,,,,,,,,,,,,,
Twiggs County-Georgia,Twiggs County-Georgia,Twiggs County,Georgia,0.273235637,1.807966939,0.01824021,0,0,3,3,17,4.938807599,rent-burden,,,,,,,,,,,,,,-0.150606452,,,,,,,,,,,,,
Wadena County-Minnesota,Wadena County-Minnesota,Wadena County,Minnesota,0.267689073,1.684499655,0.019430118,0,0,3,3,17,-0.411148637,renter-occupied-households,,,,,,,,,,,,,,0.000314589,,,,,,,,,,,,,
Lake County-Oregon,Lake County-Oregon,Lake County,Oregon,0.261033106,0.606223483,0.02095137,0,0,3,3,17,-2.779943338,median-household-income,,,,,,,,,,,,,,0.000112208,,,,,,,,,,,,,
Madison County-Texas,Madison County-Texas,Madison County,Texas,0.259841537,0.609534573,0.021234925,0,0,3,3,17,2.32101546,pct-asian,,,,,,,,,,,,,,-4.479796205,,,,,,,,,,,,,
Edwards County-Illinois,Edwards County-Illinois,Edwards County,Illinois,0.259308,0.83316324,0.021363024,0,0,3,3,17,3.383830996,renter-occupied-households,,,,,,,,,,,,,,-0.005825873,,,,,,,,,,,,,
Ross County-Ohio,Ross County-Ohio,Ross County,Ohio,0.258988288,0.370894663,0.025539651,0,0,3,3,16,2.562233946,pct-am-ind,,,,,,,,,,,,,,-3.597527887,,,,,,,,,,,,,
Pipestone County-Minnesota,Pipestone County-Minnesota,Pipestone County,Minnesota,0.258655741,1.553959855,0.021520587,0,0,3,3,17,-1.364612553,renter-occupied-households,,,,,,,,,,,,,,0.001455439,,,,,,,,,,,,,
Summit County-Utah,Summit County-Utah,Summit County,Utah,0.255809896,0.619623918,0.022220566,0,0,3,3,17,0.34960779,pct-other,,,,,,,,,,,,,,-2.139302137,,,,,,,,,,,,,
Latah County-Idaho,Latah County-Idaho,Latah County,Idaho,0.25028022,0.804779629,0.023640638,0,0,3,3,17,0.633568095,pct-renter-occupied,,,,,,,,,,,,,,-0.013303552,,,,,,,,,,,,,
Talbot County-Georgia,Talbot County-Georgia,Talbot County,Georgia,0.247855466,1.4841542,0.024289188,0,0,3,3,17,13.98704402,median-gross-rent,,,,,,,,,,,,,,-0.024430657,,,,,,,,,,,,,
Emery County-Utah,Emery County-Utah,Emery County,Utah,0.242516326,1.821910737,0.05619133,0,0,0,0,17,-0.489615898,rent-burden,pct-other,,,,,,,,,,,,,0.027045423,-1.328400211,,,,,,,,,,,,
Schenectady County-New York,Schenectady County-New York,Schenectady County,New York,0.239644444,1.228389103,0.026608671,0,0,3,3,17,0.171705049,pct-nh-pi,,,,,,,,,,,,,,-1.262090345,,,,,,,,,,,,,
Val Verde County-Texas,Val Verde County-Texas,Val Verde County,Texas,0.237221644,0.920500891,0.037676582,0,0,3,3,15,2.336140742,renter-occupied-households,,,,,,,,,,,,,,-0.000406785,,,,,,,,,,,,,
Sussex County-Virginia,Sussex County-Virginia,Sussex County,Virginia,0.231396499,0.185983469,0.02914221,0,1,3,4,17,-3.611785431,pct-renter-occupied,,,,,,,,,,,,,,0.223470137,,,,,,,,,,,,,
Klamath County-Oregon,Klamath County-Oregon,Klamath County,Oregon,0.229437842,0.239187609,0.034747817,0,1,3,4,16,6.124949625,pct-am-ind,,,,,,,,,,,,,,-1.070358466,,,,,,,,,,,,,
Creek County-Oklahoma,Creek County-Oklahoma,Creek County,Oklahoma,0.213926972,0.132923391,0.040716709,0,1,3,4,16,4.257351109,median-property-value,,,,,,,,,,,,,,-1.52E-05,,,,,,,,,,,,,
Payne County-Oklahoma,Payne County-Oklahoma,Payne County,Oklahoma,0.21172932,0.220432473,0.041635026,0,1,3,4,16,2.051151556,poverty-rate,,,,,,,,,,,,,,-0.049725765,,,,,,,,,,,,,
DeSoto County-Florida,DeSoto County-Florida,DeSoto County,Florida,0.211453494,0.922043539,0.041751626,0,0,3,3,16,12.83326663,population,,,,,,,,,,,,,,-0.000352849,,,,,,,,,,,,,
Murray County-Minnesota,Murray County-Minnesota,Murray County,Minnesota,0.207290503,2.022868207,0.037881275,0,0,3,3,17,-2.049481586,renter-occupied-households,,,,,,,,,,,,,,0.003357876,,,,,,,,,,,,,
Livingston County-Missouri,Livingston County-Missouri,Livingston County,Missouri,0.190981028,0.660256676,0.045113657,0,0,3,3,17,-1.612726597,rent-burden,,,,,,,,,,,,,,0.086098124,,,,,,,,,,,,,
Treutlen County-Georgia,Treutlen County-Georgia,Treutlen County,Georgia,0.144796165,2.162051389,0.073289778,0,0,0,0,17,4.367378468,renter-occupied-households,,,,,,,,,,,,,,-0.005600864,,,,,,,,,,,,,
Meeker County-Minnesota,Meeker County-Minnesota,Meeker County,Minnesota,0.090614906,1.738757192,0.128086523,0,0,0,0,17,-1.209143752,rent-burden,,,,,,,,,,,,,,0.05018312,,,,,,,,,,,,,
Carroll County-Georgia,Carroll County-Georgia,Carroll County,Georgia,,,,0,1,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coffee County-Georgia,Coffee County-Georgia,Coffee County,Georgia,,,,0,1,3,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contra Costa County-California,Contra Costa County-California,Contra Costa County,California,,,,0,1,3,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dona Ana County-New Mexico,Dona Ana County-New Mexico,Dona Ana County,New Mexico,,,,0,1,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florence County-South Carolina,Florence County-South Carolina,Florence County,South Carolina,,,,0,1,3,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County-Massachusetts,Franklin County-Massachusetts,Franklin County,Massachusetts,,,,0,1,3,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County-Ohio,Franklin County-Ohio,Franklin County,Ohio,,,,0,1,3,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand County-Colorado,Grand County-Colorado,Grand County,Colorado,,,,0,1,3,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haywood County-Tennessee,Haywood County-Tennessee,Haywood County,Tennessee,,,,0,1,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry County-Indiana,Henry County-Indiana,Henry County,Indiana,,,,0,1,3,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iberia Parish-Louisiana,Iberia Parish-Louisiana,Iberia Parish,Louisiana,,,,0,1,3,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson County-Oklahoma,Jackson County-Oklahoma,Jackson County,Oklahoma,,,,0,1,3,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessamine County-Kentucky,Jessamine County-Kentucky,Jessamine County,Kentucky,,,,0,1,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lauderdale County-Mississippi,Lauderdale County-Mississippi,Lauderdale County,Mississippi,,,,0,1,3,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Livingston Parish-Louisiana,Livingston Parish-Louisiana,Livingston Parish,Louisiana,,,,0,1,3,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lynn County-Texas,Lynn County-Texas,Lynn County,Texas,,,,0,1,3,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madison County-Tennessee,Madison County-Tennessee,Madison County,Tennessee,,,,0,1,3,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marion County-Missouri,Marion County-Missouri,Marion County,Missouri,,,,0,1,3,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middlesex County-Massachusetts,Middlesex County-Massachusetts,Middlesex County,Massachusetts,,,,0,1,3,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oneida County-New York,Oneida County-New York,Oneida County,New York,,,,0,1,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange County-New York,Orange County-New York,Orange County,New York,,,,0,1,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orangeburg County-South Carolina,Orangeburg County-South Carolina,Orangeburg County,South Carolina,,,,0,1,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person County-North Carolina,Person County-North Carolina,Person County,North Carolina,,,,0,1,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polk County-Texas,Polk County-Texas,Polk County,Texas,,,,0,1,3,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara County-California,Santa Clara County-California,Santa Clara County,California,,,,0,1,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarasota County-Florida,Sarasota County-Florida,Sarasota County,Florida,,,,0,1,3,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Clair County-Michigan,St. Clair County-Michigan,St. Clair County,Michigan,,,,0,1,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sullivan County-New Hampshire,Sullivan County-New Hampshire,Sullivan County,New Hampshire,,,,0,1,3,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upshur County-West Virginia,Upshur County-West Virginia,Upshur County,West Virginia,,,,0,1,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
